Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2025);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
82;21101021989;"European Journal of Politics and Gender";journal;"25151096, 25151088";"Bristol University Press";No;No;0,958;Q1;23;36;85;2456;259;70;1,93;68,22;75,44;0;United Kingdom;Western Europe;"Bristol University Press";"2018-2025";"Gender Studies (Q1); Political Science and International Relations (Q1); Sociology and Political Science (Q1)";"Social Sciences"
83;21101298327;"Global Social Challenges Journal";journal;"27523349";"Policy Press";Yes;No;0,949;Q1;11;22;53;1536;220;48;4,18;69,82;47,89;0;United Kingdom;Western Europe;"Policy Press";"2022-2025";"Development (Q1); Geography, Planning and Development (Q1); Political Science and International Relations (Q1); Sociology and Political Science (Q1)";"Social Sciences"
84;39526;"IIC International Review of Intellectual Property and Competition Law";journal;"00189855, 21950237";"Springer International Publishing AG";No;No;0,945;Q1;29;63;161;3597;342;121;2,21;57,10;55,41;2;Germany;Western Europe;"Springer International Publishing AG";"1982, 1989, 1991, 1994-2026";"Law (Q1); Political Science and International Relations (Q1)";"Social Sciences"
85;5700164218;"International Relations";journal;"17412862, 00471178";"SAGE Publications Ltd";No;No;0,945;Q1;52;55;113;4094;306;113;2,56;74,44;30,12;5;United Kingdom;Western Europe;"SAGE Publications Ltd";"1957-1965, 1967-1972, 1975-2026";"Political Science and International Relations (Q1)";"Social Sciences"
86;5600155004;"Contemporary Politics";journal;"14693631, 13569775";"Routledge";No;No;0,942;Q1;45;67;94;5508;331;93;3,52;82,21;41,51;4;United Kingdom;Western Europe;"Routledge";"1995-2026";"Political Science and International Relations (Q1); Sociology and Political Science (Q1)";"Social Sciences"
87;16800154727;"Water Alternatives";journal;"19650175";"Water Alternatives Association";Yes;Yes;0,940;Q1;59;31;105;2720;427;105;4,10;87,74;35,29;0;France;Western Europe;"Water Alternatives Association";"2008-2025";"Geography, Planning and Development (Q1); Political Science and International Relations (Q1); Water Science and Technology (Q1); Management, Monitoring, Policy and Law (Q2)";"Environmental Science; Social Sciences"
88;21100885607;"Journal of World Investment and Trade";journal;"16607112, 22119000";"Brill Academic Publishers";No;No;0,934;Q1;28;34;84;4944;159;77;2,17;145,41;38,30;0;Netherlands;Western Europe;"Brill Academic Publishers";"2000-2001, 2003-2025";"Business and International Management (Q1); Economics, Econometrics and Finance (miscellaneous) (Q1); Law (Q1); Political Science and International Relations (Q1)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
89;26339;"International and Comparative Law Quarterly";journal;"00205893, 14716895";"Cambridge University Press";No;No;0,928;Q1;70;53;109;8365;272;109;2,60;157,83;39,44;0;United Kingdom;Western Europe;"Cambridge University Press";"1952-2025";"Law (Q1); Political Science and International Relations (Q1)";"Social Sciences"
90;19900191425;"Journal of Politics in Latin America";journal;"18684890, 1866802X";"SAGE Publications Inc.";Yes;Yes;0,927;Q1;21;22;50;1655;159;49;2,62;75,23;30,00;0;Germany;Western Europe;"SAGE Publications Inc.";"2015-2026";"Political Science and International Relations (Q1); Sociology and Political Science (Q1)";"Social Sciences"
91;25671;"Washington Quarterly";journal;"15309177, 0163660X";"Taylor and Francis Ltd.";No;No;0,923;Q1;61;37;112;1876;270;112;2,30;50,70;26,79;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1978-2025";"Law (Q1); Political Science and International Relations (Q1); Sociology and Political Science (Q1)";"Social Sciences"
92;5700164288;"Cambridge Review of International Affairs";journal;"09557571, 1474449X";"Routledge";No;No;0,922;Q1;61;77;161;4986;339;114;1,65;64,75;31,03;1;United Kingdom;Western Europe;"Routledge";"1986, 1988-2026";"Political Science and International Relations (Q1)";"Social Sciences"
93;21617;"Nations and Nationalism";journal;"14698129, 13545078";"Wiley-Blackwell Publishing Ltd";No;No;0,918;Q1;64;126;230;8290;667;219;3,09;65,79;34,76;2;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1995-2026";"Arts and Humanities (miscellaneous) (Q1); Geography, Planning and Development (Q1); Political Science and International Relations (Q1)";"Arts and Humanities; Social Sciences"
94;23224;"Australian Journal of International Affairs";journal;"10357718, 1465332X";"Taylor and Francis Ltd.";No;No;0,917;Q1;43;86;168;4361;437;120;2,10;50,71;32,08;1;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1990-2026";"Geography, Planning and Development (Q1); Political Science and International Relations (Q1)";"Social Sciences"
95;21100975552;"Journal of Chinese Governance";journal;"23812354, 23812346";"Taylor and Francis Ltd.";No;No;0,917;Q1;26;41;73;2985;296;73;4,08;72,80;42,71;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2016-2026";"Political Science and International Relations (Q1); Public Administration (Q1); Sociology and Political Science (Q1)";"Social Sciences"
96;5600156029;"Journal of Legislative Studies";journal;"13572334, 17439337";"Routledge";No;No;0,905;Q1;48;78;82;3996;152;79;1,31;51,23;32,59;6;United Kingdom;Western Europe;"Routledge";"1995-2026";"Law (Q1); Political Science and International Relations (Q1)";"Social Sciences"
97;5800191489;"Foreign Policy Analysis";journal;"17438594, 17438586";"Oxford University Press";No;No;0,902;Q1;42;45;113;3645;298;113;2,40;81,00;25,00;0;United States;Northern America;"Oxford University Press";"2011-2026";"Political Science and International Relations (Q1)";"Social Sciences"
98;4700152270;"State Politics and Policy Quarterly";journal;"15324400, 19461607";"Cambridge University Press";No;No;0,901;Q1;52;29;72;1671;142;72;1,56;57,62;39,29;0;United States;Northern America;"Cambridge University Press";"2001-2026";"Arts and Humanities (miscellaneous) (Q1); Political Science and International Relations (Q1)";"Arts and Humanities; Social Sciences"
99;22774;"Policy Studies";journal;"14701006, 01442872";"Routledge";No;No;0,898;Q1;55;115;162;7950;644;157;4,88;69,13;37,30;2;United Kingdom;Western Europe;"Routledge";"1980-2026";"Political Science and International Relations (Q1)";"Social Sciences"
100;21100972443;"Chinese Political Science Review";journal;"23654252, 23654244";"Springer International Publishing";No;No;0,894;Q1;25;68;65;5261;262;64;5,41;77,37;30,63;0;Singapore;Asiatic Region;"Springer International Publishing";"2016-2026";"Political Science and International Relations (Q1); Sociology and Political Science (Q1)";"Social Sciences"
101;29401;"Journal of the Japanese and International Economies";journal;"08891583, 10958681";"Academic Press Inc.";No;No;0,893;Q1;54;28;76;1367;225;75;3,07;48,82;21,21;3;United States;Northern America;"Academic Press Inc.";"1987-2026";"Political Science and International Relations (Q1); Economics and Econometrics (Q2); Finance (Q2)";"Economics, Econometrics and Finance; Social Sciences"
102;21100886407;"European Policy Analysis";journal;"23806567";"John Wiley and Sons Ltd";No;No;0,887;Q1;28;40;78;3408;287;66;3,67;85,20;52,63;1;United States;Northern America;"John Wiley and Sons Ltd";"2015-2026";"Political Science and International Relations (Q1); Public Administration (Q1); Sociology and Political Science (Q1); Health Policy (Q2); Management, Monitoring, Policy and Law (Q2)";"Environmental Science; Medicine; Social Sciences"
103;19600166406;"European Business Organization Law Review";journal;"17416205, 15667529";"Springer International Publishing AG";No;No;0,880;Q1;37;27;100;1467;436;96;2,77;54,33;26,47;0;Switzerland;Western Europe;"Springer International Publishing AG";"2000-2026";"Law (Q1); Political Science and International Relations (Q1); Business and International Management (Q2)";"Business, Management and Accounting; Social Sciences"
104;28751;"Critical Social Policy";journal;"02610183, 1461703X";"SAGE Publications Ltd";No;No;0,878;Q1;85;37;101;1886;313;96;2,76;50,97;60,29;5;United Kingdom;Western Europe;"SAGE Publications Ltd";"1981-2026";"Political Science and International Relations (Q1)";"Social Sciences"
105;21100942111;"Journal of Law and Courts";journal;"21646589, 21646570";"Cambridge University Press";No;No;0,877;Q1;23;40;58;2582;92;58;1,52;64,55;41,98;0;United States;Northern America;"Cambridge University Press";"2013-2026";"Law (Q1); Political Science and International Relations (Q1); Sociology and Political Science (Q1)";"Social Sciences"
106;4100151709;"European Journal of Political Theory";journal;"17412730, 14748851";"SAGE Publications Ltd";No;No;0,874;Q1;43;79;119;4028;313;118;2,67;50,99;25,00;2;United Kingdom;Western Europe;"SAGE Publications Ltd";"2002-2026";"Political Science and International Relations (Q1); Sociology and Political Science (Q1)";"Social Sciences"
107;21101045766;"Policy Design and Practice";journal;"25741292";"Taylor and Francis Ltd.";Yes;No;0,867;Q1;33;35;93;1856;438;85;4,67;53,03;56,58;1;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2018-2026";"Political Science and International Relations (Q1); Public Administration (Q1)";"Social Sciences"
108;21100967061;"Journal for Deradicalization";journal;"23639849";"German Institute on Radicalization and De-Radicalization Studies (GIRDS)";Yes;Yes;0,862;Q1;16;18;77;1358;137;77;1,13;75,44;44,64;0;Germany;Western Europe;"German Institute on Radicalization and De-Radicalization Studies (GIRDS)";"2019-2025";"Political Science and International Relations (Q1); Sociology and Political Science (Q1)";"Social Sciences"
109;21100208071;"Teoria y Realidad Constitucional";journal;"11395583, 21748950";"Universidad Nacional de Educacion a Distancia (UNED)";No;No;0,859;Q1;11;29;111;1056;74;111;0,65;36,41;40,00;0;Spain;Western Europe;"Universidad Nacional de Educacion a Distancia (UNED)";"2012-2025";"Law (Q1); Political Science and International Relations (Q1)";"Social Sciences"
110;21101198446;"De Jure: Jurnal Hukum dan Syar'iah";journal;"20851618, 25281658";"Maulana Malik Ibrahim State Islamic University of Malang";No;No;0,853;Q1;13;25;70;1523;269;70;4,52;60,92;39,39;0;Indonesia;Asiatic Region;"Maulana Malik Ibrahim State Islamic University of Malang";"2020-2025";"Gender Studies (Q1); Law (Q1); Political Science and International Relations (Q1); Religious Studies (Q1)";"Arts and Humanities; Social Sciences"
111;26363;"Journal of Refugee Studies";journal;"09516328, 14716925";"Oxford University Press";No;No;0,845;Q1;82;71;186;4254;508;186;2,57;59,92;72,22;3;United Kingdom;Western Europe;"Oxford University Press";"1988-2025";"Geography, Planning and Development (Q1); Political Science and International Relations (Q1)";"Social Sciences"
112;19900190213;"Journal of Current Southeast Asian Affairs";journal;"18684882, 18681034";"SAGE Publications Ltd";Yes;Yes;0,835;Q1;26;28;59;1665;209;59;3,05;59,46;20,00;2;Germany;Western Europe;"SAGE Publications Ltd";"2015-2026";"Political Science and International Relations (Q1); Sociology and Political Science (Q1)";"Social Sciences"
113;20329;"Journal of Political Ideologies";journal;"13569317, 14699613";"Taylor and Francis Ltd.";No;No;0,834;Q1;48;69;92;4092;259;85;2,96;59,30;25,77;4;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1996-2026";"Geography, Planning and Development (Q1); Political Science and International Relations (Q1)";"Social Sciences"
114;21101176851;"Volksgeist: Jurnal Ilmu Hukum dan Konstitusi";journal;"2615174X, 26155648";"Universitas Islam Negeri Profesor Kiai Haji Saifuddin Zuhri Purwokerto";Yes;No;0,830;Q1;14;29;62;1476;250;62;4,48;50,90;28,00;0;Indonesia;Asiatic Region;"Universitas Islam Negeri Profesor Kiai Haji Saifuddin Zuhri Purwokerto";"2019-2025";"Law (Q1); Political Science and International Relations (Q1); Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1)";"Social Sciences"
115;12100156325;"Journal of Intervention and Statebuilding";journal;"17502977, 17502985";"Routledge";No;No;0,829;Q1;33;51;106;3883;312;95;3,10;76,14;52,94;4;United Kingdom;Western Europe;"Routledge";"2012-2026";"Law (Q1); Political Science and International Relations (Q1)";"Social Sciences"
116;16300154767;"Media, War and Conflict";journal;"17506352, 17506360";"SAGE Publications Ltd";No;No;0,823;Q1;34;80;88;4388;282;88;3,21;54,85;51,09;0;United Kingdom;Western Europe;"SAGE Publications Ltd";"2007-2026";"Arts and Humanities (miscellaneous) (Q1); Communication (Q1); Political Science and International Relations (Q1); Sociology and Political Science (Q1)";"Arts and Humanities; Social Sciences"
117;21100855505;"Journal of Cybersecurity";journal;"20572093";"Oxford University Press";Yes;No;0,818;Q1;38;47;68;3676;382;68;5,06;78,21;36,22;4;United Kingdom;Western Europe;"Oxford University Press";"2015-2026";"Computer Science (miscellaneous) (Q1); Law (Q1); Political Science and International Relations (Q1); Safety Research (Q1); Safety, Risk, Reliability and Quality (Q1); Computer Networks and Communications (Q2); Computer Science Applications (Q2); Hardware and Architecture (Q2); Information Systems (Q2); Social Psychology (Q2); Software (Q2)";"Computer Science; Engineering; Psychology; Social Sciences"
118;26867;"Millennium: Journal of International Studies";journal;"03058298, 14779021";"SAGE Publications Ltd";No;No;0,816;Q1;85;29;99;3475;256;90;2,08;119,83;38,46;1;United Kingdom;Western Europe;"SAGE Publications Ltd";"1971-2026";"Political Science and International Relations (Q1); Sociology and Political Science (Q1)";"Social Sciences"
119;12892;"Refugee Survey Quarterly";journal;"1471695X, 10204067";"Oxford University Press";No;No;0,814;Q1;39;34;76;3484;198;73;2,11;102,47;74,00;1;United Kingdom;Western Europe;"Oxford University Press";"1982, 1985, 1988-1990, 1992, 1994-1995, 1997, 2000-2025";"Geography, Planning and Development (Q1); Political Science and International Relations (Q1)";"Social Sciences"
120;5700162123;"Turkish Studies";journal;"14683849, 17439663";"Routledge";Yes;No;0,813;Q1;39;58;115;3432;272;113;2,07;59,17;41,67;1;United Kingdom;Western Europe;"Routledge";"2009-2026";"History (Q1); Political Science and International Relations (Q1)";"Arts and Humanities; Social Sciences"
121;14432;"Daedalus";journal;"00115266, 15486192";"MIT Press";No;No;0,810;Q1;76;53;230;2348;882;210;2,12;44,30;59,42;1;United States;Northern America;"MIT Press";"1965, 1968-1989, 1992-1996, 1998-2025";"Arts and Humanities (miscellaneous) (Q1); History and Philosophy of Science (Q1); Political Science and International Relations (Q1); Social Sciences (miscellaneous) (Q1)";"Arts and Humanities; Social Sciences"
122;21101050036;"Political Research Exchange";journal;"2474736X";"Taylor and Francis Ltd.";Yes;No;0,809;Q1;16;37;73;2550;264;58;2,69;68,92;44,93;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2019-2026";"Political Science and International Relations (Q1)";"Social Sciences"
123;21100857389;"Entrepreneurial Business and Economics Review";journal;"2353883X, 23538821";"Cracow University of Economics";Yes;Yes;0,807;Q1;33;45;131;3033;776;131;7,18;67,40;44,85;0;Poland;Eastern Europe;"Cracow University of Economics";"2013-2025";"Economics, Econometrics and Finance (miscellaneous) (Q1); Political Science and International Relations (Q1); Business and International Management (Q2); Strategy and Management (Q2)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
124;4000149603;"Political Studies Review";journal;"14789299, 14789302";"SAGE Publications Ltd";No;No;0,803;Q1;48;92;179;4932;476;175;2,93;53,61;35,33;6;United Kingdom;Western Europe;"SAGE Publications Ltd";"2006-2026";"Political Science and International Relations (Q1); Sociology and Political Science (Q1)";"Social Sciences"
125;16886;"Citizenship Studies";journal;"14693593, 13621025";"Routledge";No;No;0,792;Q1;83;34;196;1837;402;186;1,50;54,03;46,81;0;United Kingdom;Western Europe;"Routledge";"1997-2026";"Geography, Planning and Development (Q1); Political Science and International Relations (Q1)";"Social Sciences"
